score,manner,job_finish_degree,createNum,partakeNum,level,222595437,222602451,222652756,222675513,222760546,222807286,222808035,222820410,222820426,222865147,223018597,223025352,223945300,224841013,224882207,224894458,224922228,224989771,225348006,226410295
100,60,4.54545455,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,60,50,0,0,0,0,0,0,0,0,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.91,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,60,46.55172415,0,0,100,0,70.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,60,0,0,0,80,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.29999924,60,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,60,50,0,6,100,0,75.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,60,50,0,6,100,0,78.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,0,0,0,80,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0
0,60,0,0,0,100,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
97,60,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
91,60,50,50,42,100,0,0,0,0,0,0,0,0,0,0,0,0,0,47.92,0,0,0,0,0,0
70,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58,0,0,0,0,0,0,0,0,0
50,60,0,0,0,100,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,60,20.68965515,0,0,100,0,39.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,60,0,0,0,0,0,0,0,0,0,0,13.81,0,0,0,0,0,0,0,0,0,0,0,0,0
80,60,50,0,6,40,0,77.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,60,50,0,0,100,0,77.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,60,50,0,6,100,0,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,60,50,0,0,100,0,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,60,50,0,6,100,0,73.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,60,50,0,0,100,0,71.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,60,50,0,6,100,0,79.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,60,50,0,0,100,0,75.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,60,50,0,0,100,0,66.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,60,50,0,6,100,0,82.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,1,0,1,5,0,82.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,6,1,0,0,2,0,75.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,6,1,0,0,5,0,73.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,6,0,0,0,0,0,0,0,0,0,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0
47.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.32,0,0,0,0,0,0,0,0,0
95,6,0,0,0,0,0,0,0,0,0,0,15.12,0,0,0,0,0,0,0,0,0,0,0,0,0
98.09999847,6,0,0,0,0,0,0,0,0,0,0,15.56,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,0,0,0,5,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,14.41,0,0,0
92,6,0,0,0,0,0,0,0,0,0,0,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.159090909,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,1,0,0,5,0,81.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,6,1,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,46.68,0,0,0,0,0,0
100,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.40000153,6,0,0,0,0,0,0,0,0,0,0,16.08,0,0,0,0,0,0,0,0,0,0,0,0,0
97,6,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0
96.40000153,6,0,0,0,0,0,0,0,0,0,0,14.96,0,0,0,0,0,0,0,0,0,0,0,0,0
36.70000076,6,0.227272727,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,1,0,1,5,0,74.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,6,0,0,0,0,0,0,0,0,0,0,15.08,0,0,0,0,0,0,0,0,0,0,0,0,0
98.69999695,6,0,0,0,0,0,0,0,0,0,0,16.26,0,0,0,0,0,0,0,0,0,0,0,0,0
97.30000305,6,0,0,0,0,0,0,0,0,0,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0
94.40000153,6,0,0,0,0,0,0,0,0,0,0,15.27,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.159090909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,6,0,0,0,0,0,0,0,0,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0
97,6,0.75862069,0,0,5,0,61.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,6,1,0,0,2,0,77.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,6,0.113636364,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.40000153,6,0,0,0,0,0,0,0,0,0,0,14.72,0,0,0,0,0,0,0,0,0,0,0,0,0
94.40000153,6,0,0,0,0,0,0,0,0,0,0,14.11,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.113636364,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0
95,6,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,48.34,0,0,0,0,0,0
92.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0
100,6,1,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7,0,0,0,0,0,0
96.40000153,6,0,0,0,0,0,0,0,0,0,0,14.57,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.090909091,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0
97.40000153,6,0,0,0,0,0,0,0,0,0,0,14.59,0,0,0,0,0,0,0,0,0,0,0,0,0
92,6,1,0,1,5,0,81.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,6,1,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,0,0,0,0,0,0
99.40000153,6,0,0,0,0,0,0,0,0,0,0,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6,1,0,0,5,0,70.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.69999695,6,0,0,0,0,0,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.295454545,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.40000153,6,0,0,0,0,0,0,0,0,0,0,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0
66,6,0.068965517,0,0,5,0,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.136363636,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,1,0,0,5,0,74.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,6,1,0,0,5,0,66.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.227272727,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,0,0,0,0,0,0,0,0,0
100,6,1,0,0,5,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,6,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,46.04,0,0,0,0,0,0
98.69999695,6,0,0,0,0,0,0,0,0,0,0,15.46,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6,1,0,0,5,0,75.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,0,0,0,0,0,0,0,0,0
93.30000305,6,0,0,0,5,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0
0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0
87.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94,0,0,0,0,0,0,0,0,0
97.40000153,6,0,0,0,0,0,0,0,0,0,0,15.35,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.40000153,6,0,0,0,0,0,0,0,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62,0,0,0,0,0,0,0,0,0
100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0
95,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0
0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,0,0,0,0,0,0
100,6,0.159090909,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,6,0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0
95,6,0,0,0,0,0,0,0,0,0,0,15.22,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0,0,0,5,0,0,0,0,0,0,15.28,0,0,0,0,0,0,0,0,0,15.87,0,0,0
97.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0
92.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.57,0,0,0,0,0,0,0,0,0
87,6,1,0,0,5,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,6,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,44.48,0,0,0,0,0,0
97.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92,0,0,0,0,0,0,0,0,0
100,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,6,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,47.11,0,0,0,0,0,0
82,6,1,0,0,5,0,66.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.30000305,6,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,0,0,0,0,0,0,0,0,0,0,15.85,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0
96.09999847,6,0,0,0,0,0,0,0,0,0,0,14.63,0,0,0,0,0,0,0,0,0,0,0,0,0
95.40000153,6,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0
96,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0
100,6,0.636363636,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0,0,0,5,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.40000153,6,0,0,0,0,0,0,0,0,0,0,15.53,0,0,0,0,0,0,0,0,0,0,0,0,0
98,6,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2,0,0,0,0,0,0
90.40000153,6,0,0,0,0,0,0,0,0,0,0,14.62,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.454545455,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,6,0,0,0,0,0,0,0,0,0,0,15.19,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6,1,0,0,5,0,78.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.363636364,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.40000153,6,0,0,0,0,0,0,0,0,0,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0,0,0,5,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0
87.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84,0,0,0,0,0,0,0,0,0
97.30000305,6,0,0,0,0,0,0,0,0,0,0,16.23,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6,0.344827586,0,1,5,0,34.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.159090909,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,6,1,0,0,2,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6,1,0,0,5,0,81.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,6,0,0,0,0,0,0,0,0,0,0,14.66,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,0.545454545,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6,1,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49.29,0,0,0,0,0,0
95,6,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45.85,0,0,0,0,0,0
90,6,1,0,0,5,0,72.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
